tipo_marcador,lema_marcador,causa,marcador,efeito,direcao,sentenca_original,arquivo_origem
verbo,acarretar,A configuração atual dos produtos,acarreta,fatores de exclusão para uma parcela significativa da população,Causa -> Efeito,"A configuração atual dos produtos acarreta, muitas vezes, fatores de exclusão para uma parcela significativa da população.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,contribuir,"a descoberta de novas substâncias com potencial terapêutico , oriundas de fontes naturais ,",contribui,"118 Pesquisa Aplicada & Inovação - volume 3 para o desenvolvimento tecnológico , científico , econômico e ambiental do país",Causa -> Efeito,"Uma vez que a descoberta de novas substâncias com potencial terapêutico, oriundas de fontes naturais, contribui significativamente 118 Pesquisa Aplicada & Inovação - volume 3 para o desenvolvimento tecnológico, científico, econômico e ambiental do país;",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,reduzir,a mudança do pH,reduz,a atividade da enzima,Causa -> Efeito,"A digestão inicia na boca por ação da amilase salivar, porém, o contato da enzima com o amido é logo interrompido após o bolo alimentar ser ingerido e entrar em contato com o suco gástrico, uma vez que a mudança do pH reduz a atividade da enzima.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,resultar,A inibição dessa enzima e consequente inibição da hidrólise do amido,resultam,na nos níveis de glicose,Causa -> Efeito,"A inibição dessa enzima e consequente inibição da hidrólise do amido resultam na redução nos níveis de glicose, colaborando para a regulação da glicemia pós-prandial.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,diminuir,o inibidor,diminui,a atividade enzimática,Causa -> Efeito,"Na inibição acompetitiva, por exemplo, uma determinada molécula inibidora se liga ao complexo enzima-substrato em um local que não o sítio ativo, gerando, consequentemente, um complexo inativo composto por enzima-substrato-inibidor e, à medida que o inibidor diminui a atividade enzimática, há um acúmulo local de substrato.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,contribuir,O aumento da densidade populacional,contribui,nos impactos desse problema de saúde pública,Causa -> Efeito,O aumento da densidade populacional também contribui negativamente nos impactos desse problema de saúde pública.,OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,levar,o Tifo,levou,2 milhões de pessoas à morte,Causa -> Efeito,"Ainda no período de 1918 e 1922, o Tifo levou 2 milhões de pessoas à morte na Europa Oriental e na Rússia.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,reduzir,", a difusão de conhecimento desse contexto com a linguagem",reduz,a curva de aprendizado dos estudantes pesquisadores envolvidos,Causa -> Efeito,"Por se tratar de uma pesquisa em andamento em nível de graduação, por meio de incentivos do Programa Institucional de Bolsas de Iniciação Científica (Pibic) e de Iniciação Tecnológica (Pibiti), a difusão de conhecimento desse contexto com a linguagem Python reduz a curva de aprendizado dos estudantes pesquisadores envolvidos, favorecendo, assim, o esforço dos discentes em aprofundar nas melhores técnicas para combater as fake news em saúde, sobretudo às relacionadas à covid-19, utilizando as tecnologias da informação como um meio para obter os resultados esperados.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,reduzir,Python,reduz,a curva de aprendizado dos estudantes pesquisadores envolvidos,Causa -> Efeito,"Por se tratar de uma pesquisa em andamento em nível de graduação, por meio de incentivos do Programa Institucional de Bolsas de Iniciação Científica (Pibic) e de Iniciação Tecnológica (Pibiti), a difusão de conhecimento desse contexto com a linguagem Python reduz a curva de aprendizado dos estudantes pesquisadores envolvidos, favorecendo, assim, o esforço dos discentes em aprofundar nas melhores técnicas para combater as fake news em saúde, sobretudo às relacionadas à covid-19, utilizando as tecnologias da informação como um meio para obter os resultados esperados.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,levar,Esse resultado,levou,à sua aprovação e consequente sucesso no tratamento de pacientes portadores de disfunção erétil,Causa -> Efeito,Esse resultado levou à sua aprovação e consequente sucesso no tratamento de pacientes portadores de disfunção erétil.,OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,gerar,"a necessidade de novas abordagens para pesquisa e desenvolvimento de medicamentos que passou a ser prática aplicada pela indústria farmacêutica , combinada com o advento de repositórios de big data e métodos analíticos associados ,",gerou,interesse no desenvolvimento de abordagens sistemáticas para o uso secundário de medicamentos,Causa -> Efeito,"Nos últimos anos, a necessidade de novas abordagens para pesquisa e desenvolvimento de medicamentos, combinada com o advento de repositórios de big data e métodos analíticos associados, gerou interesse no desenvolvimento de abordagens sistemáticas para o uso secundário de medicamentos, que passou a ser prática aplicada pela indústria farmacêutica.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,resultar,as doses altas calculadas para a ação em humanos,resultam,em uma complicação para a utilização do fármaco,Causa -> Efeito,"Ela foi testado in vitro, obtendo-se resultado de redução em 99% da carga viral em apenas 48 horas, mas as doses altas calculadas para a ação em humanos resultam em uma complicação para a utilização do fármaco.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,promover,A descoberta da penicilina por Fleming e o desenvolvimento de outros antibióticos,promoveram,benefícios à saúde global,Causa -> Efeito,"A descoberta da penicilina por Fleming e o desenvolvimento de outros antibióticos promoveram benefícios à saúde global, tornando-se, assim, a base de muitos dos avanços médicos do século XX.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,contribuir,As A metabolômica como uma poderosa ferramenta para a identificação de compostos bioativos de Piper Anisum pesquisas direcionadas para as plantas medicinais,contribuído,de forma significativa,Causa -> Efeito,"As A metabolômica como uma poderosa ferramenta para a identificação de compostos bioativos de Piper Anisum pesquisas direcionadas para as plantas medicinais têm contribuído de forma significativa na identificação e fornecimento de metabólitos secundários com aplicação na medicina, farmácia, biotecnologia e agricultura.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,levar,"a prática de meditação , caracterizada como um estado alterado da consciência",leva,a um aumento da massa cinzenta cerebral 300 Pesquisa Aplicada & Inovação - volume 3,Causa -> Efeito,"Sabe-se que a prática de meditação, caracterizada como um estado alterado da consciência leva a um aumento da massa cinzenta cerebral 300 Pesquisa Aplicada & Inovação - volume 3 e foram observadas alterações em algumas regiões, mais especificamente do hemisfério esquerdo, áreas relacionadas à memória, ao aprendizado e à regulação emocional.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,produzir,essas regiões,produzem,a emoção central,Causa -> Efeito,"Segundo Papez , essas regiões produzem a emoção central.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,gerar,Essas alterações,geram,assimetrias hemisféricas nos indivíduos,Causa -> Efeito,"Essas alterações geram assimetrias hemisféricas nos indivíduos com TEA, como as áreas temporal medial frontal, orbito-frontal, cingulado e temporal inferior, além da assimetria na área da superfície orbito-frontal.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,levar,", e lesões nessas áreas",levam,à inércia patológica,Causa -> Efeito,"A região cerebral envolvida é córtex pré-motor do hemisfério esquerdo, e lesões nessas áreas levam à inércia patológica nos movimentos da fala, base da afasia motora, mais conhecida como a afasia de Broca.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,gerar,os meditadores,geram,sentimentos de amor e alegria,Causa -> Efeito,"meditação com foco – em algum objeto –, meditação com mantras – atenção na repetição do mantra –, meditação monitorada aberta, na qual a atenção está focada no momento presente, nos sentimentos e sensações, e a quarta categoria é a meditação que evoca amabilidade e compaixão, em que os meditadores geram sentimentos de amor e alegria.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,aumentar,os meditadores,aumentam,"a eficiência cerebral nas regiões que envolvem a atenção e controle de impulsos ,",Causa -> Efeito,"Em outro estudo, realizado por Kozasa e demais autores , os pesquisadores aplicaram uma tarefa atencional para medir o desempenho dos participantes meditadores e não meditadores Observaram que os meditadores aumentam a eficiência cerebral nas regiões que envolvem a atenção e controle de impulsos, pois eles ativaram menos regiões cerebrais durante a execução das tarefas propostas no estudo.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,aumentar,"– , obesidade – aumento do peso e da massa gordurosa do corpo – , histórico familiar – mãe e/ou pai hipertenso",aumenta,a chance de desenvolver pressão alta,Causa -> Efeito,"Vários fatores de risco estão associados forte e independentemente à doença: idade – avançada –, obesidade – aumento do peso e da massa gordurosa do corpo – , histórico familiar – mãe e/ou pai hipertenso aumenta duas vezes a chance de desenvolver pressão alta –; raça – mais comum em negros –, dieta com alto teor de sódio, consumo excessivo de álcool, inatividade física, diabetes e dislipidemia, traços da personalidade e depressão, haja vista que a doença pode ser mais comum em indivíduos com atitudes hostis, impaciência, depressão e ansiedade.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,contribuir,A mudança do relacionamento médico e paciente,contribuíram,para a expansão da medicina complementar,Causa -> Efeito,"A mudança do relacionamento médico e paciente, o uso excessivo de tecnologia e a incapacidade do sistema médico para tratar adequadamente a doença crônica contribuíram para a expansão da medicina complementar, atualmente denominada “medicina integrativa”, que utiliza o conhecimento científico acumulado para o tratamento pontual do paciente, permitindo ao profissional o uso de outras técnicas, além das clássicas.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,contribuir,A mudança do relacionamento médico e paciente,contribuíram,", atualmente denominada “ medicina integrativa ” , que utiliza o conhecimento científico acumulado para o tratamento pontual do paciente ,",Causa -> Efeito,"A mudança do relacionamento médico e paciente, o uso excessivo de tecnologia e a incapacidade do sistema médico para tratar adequadamente a doença crônica contribuíram para a expansão da medicina complementar, atualmente denominada “medicina integrativa”, que utiliza o conhecimento científico acumulado para o tratamento pontual do paciente, permitindo ao profissional o uso de outras técnicas, além das clássicas.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,contribuir,", o uso excessivo de tecnologia e a incapacidade do sistema médico para tratar adequadamente",contribuíram,para a expansão da medicina complementar,Causa -> Efeito,"A mudança do relacionamento médico e paciente, o uso excessivo de tecnologia e a incapacidade do sistema médico para tratar adequadamente a doença crônica contribuíram para a expansão da medicina complementar, atualmente denominada “medicina integrativa”, que utiliza o conhecimento científico acumulado para o tratamento pontual do paciente, permitindo ao profissional o uso de outras técnicas, além das clássicas.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,contribuir,", o uso excessivo de tecnologia e a incapacidade do sistema médico para tratar adequadamente",contribuíram,", atualmente denominada “ medicina integrativa ” , que utiliza o conhecimento científico acumulado para o tratamento pontual do paciente ,",Causa -> Efeito,"A mudança do relacionamento médico e paciente, o uso excessivo de tecnologia e a incapacidade do sistema médico para tratar adequadamente a doença crônica contribuíram para a expansão da medicina complementar, atualmente denominada “medicina integrativa”, que utiliza o conhecimento científico acumulado para o tratamento pontual do paciente, permitindo ao profissional o uso de outras técnicas, além das clássicas.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
verbo,contribuir,a doença crônica,contribuíram,para a expansão da medicina complementar,Causa -> Efeito,"A mudança do relacionamento médico e paciente, o uso excessivo de tecnologia e a incapacidade do sistema médico para tratar adequadamente a doença crônica contribuíram para a expansão da medicina complementar, atualmente denominada “medicina integrativa”, que utiliza o conhecimento científico acumulado para o tratamento pontual do paciente, permitindo ao profissional o uso de outras técnicas, além das clássicas.",OK Capítulo HAS pesquisa_aplicada_inovacao_vol3_repositorio (1).pdf
